Id,y
50100,1.84200
50101,2.46128
50102,1.74565
50103,2.48879
50104,1.76131
50105,1.47487
50106,1.91713
50107,2.56459
50108,1.87022
50109,2.08202
50110,1.29535
50111,1.63309
50112,1.72878
50113,1.56056
50114,1.82892
50115,1.85857
50116,1.84313
50117,2.07204
50118,1.91950
50119,1.80472
50120,2.20995
50121,2.04417
50122,1.17092
50123,2.06567
50124,1.63022
50125,1.74565
50126,1.74870
50127,1.82787
50128,1.75138
50129,1.79844
50130,2.01685
50131,2.10552
50132,1.71151
50133,1.78362
50134,1.69407
50135,2.14246
50136,1.79463
50137,1.85001
50138,1.57721
50139,1.71188
50140,1.81958
50141,2.70387
50142,1.78799
50143,1.59943
50144,1.84168
50145,2.19043
50146,1.57882
50147,2.11449
50148,1.85409
50149,1.70294
50150,1.68017
50151,1.83652
50152,1.86314
50153,2.19957
50154,1.73331
50155,2.38114
50156,1.97284
50157,1.35074
50158,1.59156
50159,1.08700
50160,1.61712
50161,2.32390
50162,2.42723
50163,2.40197
50164,1.74968
50165,1.35808
50166,1.39301
50167,1.86795
50168,1.69192
50169,1.14925
50170,1.83428
50171,2.46583
50172,1.12720
50173,2.23828
50174,2.03300
50175,1.34318
50176,2.50104
50177,2.39980
50178,2.33901
50179,1.95408
50180,2.46475
50181,1.46550
50182,2.11250
50183,1.27993
50184,2.24157
50185,1.50761
50186,2.05753
50187,2.29189
50188,2.29614
50189,2.14615
50190,2.42865
50191,2.24766
50192,2.21987
50193,2.34235
50194,1.79369
50195,1.76725
50196,1.96328
50197,1.95198
50198,2.19634
50199,2.14919
50200,2.02609
50201,2.82573
50202,1.44764
50203,1.56312
50204,1.61942
50205,1.34059
50206,2.25571
50207,2.07260
50208,1.67058
50209,1.66283
50210,2.06747
50211,1.50452
50212,1.87172
50213,2.39980
50214,1.62463
50215,1.31827
50216,1.32311
50217,1.41803
50218,1.93753
50219,2.09192
50220,2.86237
50221,2.32971
50222,2.30755
50223,1.87092
50224,1.45643
50225,2.41025
50226,1.60333
50227,2.29409
50228,1.72300
50229,2.25571
50230,1.57061
50231,1.85185
50232,2.18909
50233,2.28467
50234,1.78788
50235,1.12146
50236,1.46814
50237,1.68864
50238,1.72825
50239,2.18189
50240,1.69050
50241,1.29075
50242,2.46145
50243,1.88205
50244,1.18429
50245,1.63090
50246,2.25771
50247,1.23265
50248,2.60155
50249,2.44197
50250,2.27957
50251,1.71937
50252,2.13037
50253,2.27642
50254,1.88788
50255,1.94661
50256,2.22363
50257,2.11946
50258,1.69802
50259,2.13980
50260,1.09028
50261,2.13831
50262,1.59605
50263,1.57276
50264,1.28373
50265,1.89167
50266,1.86664
50267,2.33965
50268,1.73992
50269,1.66409
50270,2.50212
50271,2.16947
50272,2.14003
50273,2.30963
50274,1.92887
50275,1.31623
50276,1.77188
50277,1.74700
50278,1.37246
50279,1.91329
50280,2.22782
50281,1.61924
50282,2.21522
50283,2.12043
50284,1.73345
50285,1.56682
50286,1.98459
50287,2.51508
50288,2.34318
50289,1.62968
50290,2.21071
50291,2.43014
50292,1.42556
50293,2.35830
50294,1.48790
50295,1.70740
50296,2.72245
50297,1.80799
50298,2.22842
50299,2.20309
50300,1.91368
50301,1.88636
50302,2.32050
50303,2.11299
50304,1.64897
50305,1.25530
50306,1.26446
50307,2.00747
50308,2.19833
50309,1.34639
50310,2.45028
50311,1.93699
50312,2.21047
50313,2.29163
50314,1.53821
50315,1.86266
50316,1.75600
50317,1.38805
50318,2.11611
50319,1.99622
50320,2.04475
50321,1.98663
50322,2.55540
50323,1.38151
50324,2.03682
50325,2.08465
50326,2.14323
50327,1.79632
50328,1.96739
50329,1.75298
50330,1.80839
50331,2.04516
50332,1.60887
50333,1.60047
50334,1.79828
50335,1.67536
50336,2.02861
50337,1.20986
50338,2.02846
50339,1.78759
50340,1.71570
50341,1.72268
50342,2.15817
50343,1.59268
50344,1.88189
50345,2.14051
50346,1.31712
50347,1.97896
50348,2.28280
50349,1.30358
50350,2.05582
50351,1.69230
50352,1.73296
50353,1.30195
50354,1.34326
50355,1.68834
50356,1.99634
50357,1.87713
50358,2.05229
50359,1.63643
50360,1.91604
50361,2.09023
50362,1.65584
50363,1.56892
50364,1.84299
50365,1.72788
50366,2.05787
50367,1.68305
50368,2.08249
50369,2.43132
50370,2.73915
50371,2.25002
50372,1.63597
50373,1.79363
50374,1.82120
50375,1.58372
50376,1.87421
50377,1.37477
50378,2.05024
50379,1.62514
50380,2.05012
50381,1.59025
50382,2.20042
50383,2.13073
50384,2.03764
50385,1.91603
50386,1.18190
50387,2.11808
50388,1.67487
50389,2.29061
50390,1.71943
50391,2.06876
50392,1.77528
50393,1.81440
50394,1.42237
50395,1.85424
50396,2.22910
50397,1.86749
50398,1.45361
50399,1.59775
50400,2.25026
50401,1.52566
50402,1.72970
50403,1.88484
50404,1.85554
50405,2.05658
50406,2.27705
50407,2.30728
50408,2.05087
50409,1.61574
50410,1.67178
50411,1.97538
50412,2.46244
50413,1.84783
50414,1.50865
50415,1.41857
50416,1.35568
50417,1.83454
50418,1.74088
50419,1.75705
50420,2.06679
50421,2.36573
50422,1.77735
50423,2.47636
50424,1.43359
50425,1.98901
50426,1.76434
50427,1.94824
50428,2.17615
50429,2.15900
50430,2.07315
50431,1.96064
50432,1.85351
50433,1.49958
50434,2.19020
50435,2.10544
50436,1.98159
50437,2.04482
50438,1.43024
50439,1.74938
50440,1.47236
50441,2.39950
50442,2.33171
50443,1.45939
50444,1.69610
50445,1.36001
50446,1.76796
50447,1.53599
50448,1.24089
50449,2.41956
50450,1.95922
50451,2.53097
50452,2.34606
50453,2.35820
50454,2.52551
50455,1.89556
50456,1.79417
50457,1.26872
50458,1.72880
50459,1.64611
50460,2.11619
50461,1.74768
50462,2.43796
50463,1.98018
50464,1.42758
50465,1.28503
50466,1.44921
